time,pAtm,lon,lat,TDewPoi,HDirNor,HDifHor,HGloHor,relHum,nTot,ceiHei,winSpe,winDir,nOpa,TBlaSky,HHorIR,cloTim,solZen,solAlt,solDec,solTim,solHouAng,TDryBul,TWetBul
0.0,101325.0,0.221133216228,0.970926662884,277.75,0.0,0.0,0.0,0.85,1.0,360.0,11.3,4.36332312999,1.0,274.588200196,322.0,0.0,2.57201879569,-1.00122246889,-0.402886133721,-775.612398939,-3.19799677893,280.15,279.009832628
900.0,101325.0,0.221133216228,0.970926662884,277.7609375,0.0,0.0,0.0,0.85123046875,1.0,360.0,11.1302864583,4.36332312999,1.0,274.578721971,321.890625,900.0,2.57349953432,-1.00270320752,-0.402872858023,124.106992639,-3.1325673384,280.137695312,279.007582296
1800.0,101325.0,0.221133216228,0.970926662884,277.76875,0.0,0.0,0.0,0.85234375,1.0,360.0,10.980625,4.36332312999,1.0,274.569654309,321.8125,1800.0,2.57085676887,-1.00006044207,-0.402859568716,1023.82641254,-3.06713789581,280.1265625,279.00553586
2700.0,101325.0,0.221133216228,0.970926662884,277.7734375,0.0,0.0,0.0,0.85322265625,1.0,360.0,10.865234375,4.36332312999,1.0,274.562146058,321.765625,2700.0,2.56415189538,-0.993355568583,-0.402846265801,1923.54586078,-3.00170845116,280.117773437,279.003913267
3600.0,101325.0,0.221133216228,0.970926662884,277.775,0.0,0.0,0.0,0.85375,1.0,360.0,10.7983333333,4.36332312999,1.0,274.557346017,321.75,3600.0,2.5535360793,-0.982739752502,-0.402832949277,2823.26533739,-2.93627900444,280.1125,279.002936754
4500.0,101325.0,0.221133216228,0.970926662884,277.7734375,0.0,0.0,0.0,0.85380859375,1.0,360.0,10.794140625,4.36332312999,1.0,274.556402893,321.765625,4500.0,2.53923543075,-0.968439103959,-0.402819619146,3722.98484241,-2.87084955567,280.111914062,279.002828115
5400.0,101325.0,0.221133216228,0.970926662884,277.76875,0.0,0.0,0.0,0.85328125,1.0,360.0,10.866875,4.36332312999,1.0,274.560465282,321.8125,5400.0,2.52153097573,-0.950734648938,-0.402806275407,4622.70437585,-2.80542010482,280.1171875,279.003804875
6300.0,101325.0,0.221133216228,0.970926662884,277.7609375,0.0,0.0,0.0,0.85205078125,1.0,360.0,11.0307552083,4.36332312999,1.0,274.570681627,321.890625,6300.0,2.5007372399,-0.929940913107,-0.402792918063,5522.42393776,-2.7399906519,280.129492187,279.006075355
7200.0,101325.0,0.221133216228,0.970926662884,277.75,0.0,0.0,0.0,0.85,1.0,360.0,11.3,4.36332312999,1.0,274.588200196,322.0,7200.0,2.47718266042,-0.906386333629,-0.402779547113,6422.14352815,-2.67456119692,280.15,279.009832628
8100.0,101325.0,0.221133216228,0.970926662884,277.72734375,0.0,0.0,0.0,0.8475,1.0,360.0,11.64125,4.36332312999,1.0,274.607353806,322.203125,8100.0,2.45119380288,-0.880397476083,-0.402766162559,7321.86314705,-2.60913173985,280.175,279.01436743
9000.0,101325.0,0.221133216228,0.970926662884,277.69375,0.0,0.0,0.0,0.845,1.0,360.0,12.0,4.36332312999,1.0,274.623922061,322.5,9000.0,2.42308407871,-0.85228775191,-0.4027527644,8221.5827945,-2.54370228072,280.2,279.018852146
9900.0,101325.0,0.221133216228,0.970926662884,277.66328125,0.0,0.0,0.0,0.8425,1.0,360.0,12.35875,4.36332312999,1.0,274.641225674,322.796875,9900.0,2.39314671,-0.822350383203,-0.402739352637,9121.30247052,-2.4782728195,280.225,279.023286668
10800.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.84,1.0,360.0,12.7,4.36332312999,1.0,274.662588847,323.0,10800.0,2.36165117617,-0.790854849379,-0.402725927272,10021.0221751,-2.41284335621,280.25,279.027670886
11700.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.8375,1.0,360.0,13.025625,4.36332312999,1.0,274.68480902,323.0234375,11700.0,2.32884222399,-0.758045897199,-0.402712488304,10920.7419084,-2.34741389083,280.272672194,279.029788108
12600.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.835,1.0,360.0,13.35,4.36332312999,1.0,274.705508262,322.9375,12600.0,2.29494059038,-0.724144263583,-0.402699035735,11820.4616703,-2.28198442337,280.293792517,279.030381933
13500.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.8325,1.0,360.0,13.674375,4.36332312999,1.0,274.729249365,322.8828125,13500.0,2.26014475408,-0.689348427285,-0.402685569565,12720.1814609,-2.21655495383,280.318016582,279.033881791
14400.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.83,1.0,360.0,14.0,4.36332312999,1.0,274.760595123,323.0,14400.0,2.22463321722,-0.65383689043,-0.402672089795,13619.9012802,-2.15112548219,280.35,279.044702503
15300.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.8275,1.0,378.75,14.4025,4.39059389955,1.0,274.802660317,323.25,15300.0,2.18856698023,-0.617770653435,-0.402658596426,14519.6211282,-2.08569600847,280.392920918,279.065841872
16200.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.825,1.0,420.0,14.8633333333,4.45058959259,1.0,274.852434337,323.5,16200.0,2.15209199976,-0.581295672966,-0.402645089457,15419.341005,-2.02026653265,280.443707483,279.094360675
17100.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.8225,1.0,461.25,15.2425,4.51058528562,1.0,274.905291889,323.75,17100.0,2.11534150944,-0.54454518264,-0.40263156889,16319.0609106,-1.95483705474,280.497640306,279.125768317
18000.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.82,1.0,480.0,15.4,4.53785605519,1.0,274.956607675,324.0,18000.0,2.07843814321,-0.507641816415,-0.402618034726,17218.7808451,-1.88940757473,280.55,279.155589273
18900.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.8175,1.0,480.0,15.4,4.53785605519,1.0,275.005610813,324.25,18900.0,2.04149583927,-0.47069951248,-0.402604486964,18118.5008083,-1.82397809263,280.6,279.183083098
19800.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.815,1.0,480.0,15.4,4.53785605519,1.0,275.054613951,324.5,19800.0,2.00462152456,-0.43382519776,-0.402590925607,19018.2208005,-1.75854860842,280.65,279.210485288
20700.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.8125,1.0,480.0,15.4,4.53785605519,1.0,275.103617089,324.75,20700.0,1.96791659179,-0.397120264995,-0.402577350654,19917.9408216,-1.69311912212,280.7,279.237795596
21600.0,101325.0,0.221133216228,0.970926662884,277.65,0.0,0.0,0.0,0.81,1.0,480.0,15.4,4.53785605519,1.0,275.152620227,325.0,21600.0,1.93147818634,-0.360681859548,-0.402563762106,20817.6608716,-1.6276896337,280.75,279.265013775
